,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
13,L. Sučić,Real Sociedad,Real Sociedad,España | Primera División 24/25,"LCMF, RCMF",22.0,185,Austria,"Austria, Croatia",2029-06-30,left,25,1740,60.44,68.41,73.21,45.0,45.61,53.34,33.56
14,Juanlu Sánchez,Sevilla,Sevilla,España | Primera División 24/25,"AMF, RB, CF",21.0,183,Spain,Spain,2029-06-30,right,28,1546,79.46,64.13,34.9,57.31,26.38,71.64,51.37
15,Kirian Rodríguez,Las Palmas,Las Palmas,España | Primera División 24/25,"AMF, LDMF, LCMF",28.0,180,Spain,Spain,2028-06-30,right,21,1878,40.62,56.84,18.94,66.03,86.22,29.88,47.45
16,Koke,Atlético Madrid,Atlético Madrid,España | Primera División 24/25,"LCMF, DMF, RCMF",33.0,176,Spain,Spain,2025-06-30,right,28,1766,49.48,54.57,27.69,61.92,80.64,65.39,69.26
17,Stefan Bajčetić,Las Palmas,Las Palmas,España | Primera División 24/25,"LCMF, LDMF, RCMF",20.0,185,Spain,"Spain, Serbia",2027-06-30,right,12,898,48.54,40.5,53.37,64.68,57.23,60.04,89.05
18,N. Fekir,Al Jazira,Real Betis,España | Primera División 24/25,AMF,31.0,173,France,"France, Algeria",2026-06-30,left,2,193,45.81,80.49,79.87,93.46,46.31,9.5,66.4
19,Samú Costa,Mallorca,Mallorca,España | Primera División 24/25,"LCMF, RCMF, DMF",24.0,185,Portugal,Portugal,2028-06-30,left,28,2504,36.46,37.37,35.1,72.95,55.26,93.6,80.53
20,J. Bamba,Chicago Fire,Celta de Vigo,España | Primera División 24/25,"AMF, LWF, LW",28.0,175,France,"France, Côte d'Ivoire",2026-06-30,right,12,886,39.4,80.45,85.96,79.23,54.1,28.73,44.04
21,D. Sow,Sevilla,Sevilla,España | Primera División 24/25,"LCMF, RDMF, AMF",28.0,184,Switzerland,"Switzerland, Senegal",2028-06-30,right,27,2040,48.69,41.42,28.65,57.69,44.71,64.11,37.72
22,Isi Palazón,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,"AMF, CF",30.0,169,Spain,Spain,2028-06-30,left,31,1991,74.73,69.99,53.53,41.28,48.81,40.2,29.3
23,Hugo Guillamón,Valencia,Valencia,España | Primera División 24/25,"RCMF, LCMF",25.0,178,Spain,Spain,2026-06-30,right,12,435,22.7,18.01,31.41,7.82,43.01,19.24,48.48
24,Isco,Real Betis,Real Betis,España | Primera División 24/25,"AMF, CF",33.0,176,Spain,Spain,2027-06-30,right,18,1447,92.21,94.49,76.12,64.23,87.69,51.57,17.56
25,E. Barrenechea,Valencia,Valencia,España | Primera División 24/25,"LCMF, LDMF, RCMF",23.0,186,Argentina,Argentina,2025-06-30,right,26,2053,48.77,37.17,48.88,35.77,61.39,89.24,83.3
26,Saúl Ñíguez,Sevilla,Sevilla,España | Primera División 24/25,"AMF, LDMF, LCMF",30.0,183,Spain,Spain,2026-06-30,left,22,1597,61.53,73.3,36.19,49.49,40.71,85.01,77.39
27,Jon Moncayola,Osasuna,Osasuna,España | Primera División 24/25,"RCMF, RDMF",26.0,182,Spain,Spain,2031-06-30,right,30,2217,34.67,68.11,32.56,76.28,43.27,41.16,59.65
28,F. Grillitsch,Real Valladolid,Real Valladolid,España | Primera División 24/25,"LCMF, RCMF, RDMF",29.0,187,Austria,Austria,2026-06-30,right,10,531,26.12,44.56,42.76,8.46,51.6,52.19,28.49
29,Santi Comesaña,Villarreal,Villarreal,España | Primera División 24/25,RCMF,28.0,184,Spain,Spain,2027-06-30,right,32,2614,68.15,66.15,52.95,67.69,69.17,65.06,90.22
30,P. Gueye,Villarreal,Villarreal,España | Primera División 24/25,"LCMF, RCMF",26.0,189,France,"France, Senegal",2028-06-30,left,30,2187,65.09,48.08,64.13,39.74,66.31,79.17,68.44
31,Fran Beltrán,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,"RCMF, LCMF",26.0,165,Spain,Spain,2026-06-30,right,30,2298,54.18,35.99,18.01,58.72,78.56,46.67,57.22
32,D. van de Beek,Girona,Girona,España | Primera División 24/25,"AMF, RCMF",28.0,184,Netherlands,Netherlands,2028-06-30,right,26,1578,67.19,72.66,30.38,63.01,21.67,62.19,39.06
33,J. Rodríguez,León,Rayo Vallecano,España | Primera División 24/25,"AMF, CF",33.0,180,Colombia,"Colombia, Spain",2025-06-30,left,6,169,45.82,39.96,26.57,16.79,58.62,14.11,28.69
34,M. Arambarri,Getafe,Getafe,España | Primera División 24/25,"LCMF, RCMF",29.0,175,Uruguay,"Uruguay, Spain",2028-06-30,right,32,2666,89.99,25.38,51.38,30.71,28.22,91.51,65.31
35,R. Tapia,Leganés,Leganés,España | Primera División 24/25,"RCMF, RDMF, LCB",29.0,185,Peru,"Peru, Netherlands",2026-06-30,right,30,2292,45.29,19.43,62.44,9.87,35.99,45.39,79.06
36,A. Král,Espanyol,Espanyol,España | Primera División 24/25,"RCMF, LCMF, AMF",26.0,186,Slovakia,"Slovakia, Czech Republic",2025-06-30,right,34,2930,26.06,42.29,50.26,64.55,23.37,78.92,54.18
37,Stoichkov,Granada,Deportivo Alavés,España | Primera División 24/25,"AMF, CF, LAMF",31.0,178,Spain,Spain,2027-06-30,right,16,791,36.94,71.35,58.24,46.92,38.61,35.3,8.17
38,Jon Guridi,Deportivo Alavés,Deportivo Alavés,España | Primera División 24/25,"AMF, CF",30.0,179,Spain,Spain,2026-06-30,left,29,1970,72.0,45.54,25.45,30.51,26.15,77.32,42.98
39,Moi Gómez,Osasuna,Osasuna,España | Primera División 24/25,"LCMF, LW, LWF",30.0,176,Spain,Spain,2027-06-30,right,25,928,25.23,50.75,40.74,94.74,49.36,20.14,30.93
40,Luis Milla,Getafe,Getafe,España | Primera División 24/25,"LCMF, RCMF, DMF",30.0,175,Spain,Spain,2027-06-30,right,30,2870,38.37,71.82,69.74,68.46,46.12,61.42,50.54
41,Kike Pérez,Venezia,Real Valladolid,España | Primera División 24/25,"RCMF, LCMF",28.0,184,Spain,Spain,2025-06-30,left,19,1292,71.89,38.15,38.37,20.38,45.48,45.78,56.02
42,L. de la Torre,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,RCMF,26.0,177,United States,"United States, Spain",2026-06-30,right,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Javi Muñoz,Las Palmas,Las Palmas,España | Primera División 24/25,"AMF, RCMF, RDMF",30.0,179,Spain,Spain,2025-06-30,right,33,2769,44.04,71.88,43.3,80.64,57.15,26.61,52.96
44,Peque Fernández,Sevilla,Sevilla,España | Primera División 24/25,"AMF, CF, LAMF",22.0,172,Spain,Spain,2028-06-30,right,23,1135,59.47,55.06,69.94,21.28,34.2,37.38,23.28
45,Pablo Torre,Barcelona,Barcelona,España | Primera División 24/25,"RCMF, LAMF, AMF",22.0,173,Spain,Spain,2026-06-30,right,10,343,74.04,78.13,59.46,36.15,79.81,29.56,31.05
46,Ilaix Moriba,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,"LCMF, RCMF",22.0,185,Guinea,"Guinea, Spain",2026-06-30,right,29,1940,38.53,57.23,70.61,71.28,65.13,62.7,67.24
47,Álvaro Aguado,Espanyol,Espanyol,España | Primera División 24/25,"LCMF, RCMF",29.0,175,Spain,Spain,2025-06-30,right,15,504,32.37,53.75,52.44,59.87,59.13,65.71,51.84
48,José Gragera,Espanyol,Espanyol,España | Primera División 24/25,"LCMF, RDMF, DMF",24.0,187,Spain,Spain,2028-06-30,right,10,635,19.72,11.35,21.99,7.12,25.54,80.84,79.24
49,Pablo Ibáñez,Osasuna,Osasuna,España | Primera División 24/25,RCMF,26.0,179,Spain,Spain,2025-06-30,right,24,1159,57.16,22.72,72.56,48.85,35.54,50.07,70.95
50,Manu Morlanes,Mallorca,Mallorca,España | Primera División 24/25,"RCMF, LCMF, LDMF",26.0,178,Spain,Spain,2028-06-30,right,21,1416,23.79,33.27,42.24,64.49,72.47,47.28,79.72
51,Roberto López,Leganés,Leganés,España | Primera División 24/25,"AMF, LCMF, RW",25.0,179,Spain,Spain,2027-06-30,left,13,464,36.47,59.38,11.57,76.79,27.63,56.87,26.44
52,Dani Parejo,Villarreal,Villarreal,España | Primera División 24/25,"LCMF, RCMF",36.0,182,Spain,Spain,2026-06-30,right,32,2312,67.52,54.37,37.72,59.04,72.69,69.3,71.06
53,Hugo Sotelo,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,"LCMF, RCMF",21.0,180,Spain,Spain,2028-06-30,right,22,1357,19.5,48.66,21.73,40.26,72.21,14.94,31.53
54,Edu Expósito,Espanyol,Espanyol,España | Primera División 24/25,"AMF, RCMF",28.0,178,Spain,Spain,2027-06-30,right,15,781,35.95,81.22,77.53,63.21,38.08,32.76,32.83
55,Kenedy,Real Valladolid,Real Valladolid,España | Primera División 24/25,LCMF,28.0,180,Brazil,Brazil,2027-06-30,left,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Y. Neyou,Leganés,Leganés,España | Primera División 24/25,"LCMF, RCMF, LDMF",28.0,180,Cameroon,"Cameroon, France",2025-06-30,right,28,2373,41.26,28.38,62.31,60.64,54.01,72.8,60.38
57,Oriol Romeu,Girona,Girona,España | Primera División 24/25,"LCMF, RDMF, LDMF",33.0,183,Spain,Spain,2026-06-30,right,22,1347,19.81,32.3,33.88,58.53,57.79,40.2,74.96
58,Pol Lozano,Espanyol,Espanyol,España | Primera División 24/25,"LCMF, DMF, LDMF",25.0,176,Spain,Spain,2027-06-30,right,27,1917,21.29,37.33,20.93,74.29,58.17,29.88,69.88
59,Iker Losada,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,"AMF, RWF, LCMF",23.0,175,Spain,Spain,2029-06-30,right,20,780,65.6,60.19,63.88,86.6,40.54,17.38,24.3
60,C. Protesoni,Deportivo Alavés,Deportivo Alavés,España | Primera División 24/25,"RCMF, LDMF, RDMF",27.0,180,Uruguay,"Uruguay, Italy",2026-06-30,right,14,479,52.07,53.85,46.63,69.23,32.85,78.92,72.94
61,S. Amallah,Real Valladolid,Real Valladolid,España | Primera División 24/25,"LCMF, AMF, CF",28.0,185,Belgium,"Belgium, Morocco",2027-06-30,right,22,1358,77.97,48.15,77.21,40.26,41.92,22.12,40.67
62,Pablo Marín,Real Sociedad,Real Sociedad,España | Primera División 24/25,"LCMF, RCMF",21.0,178,Spain,Spain,2028-06-30,right,19,1047,32.41,64.76,56.47,27.82,32.31,59.11,63.73
63,S. Cissé,Leganés,Leganés,España | Primera División 24/25,"RCMF, LCMF, LDMF",24.0,178,Guinea,Guinea,2026-06-30,right,30,2241,57.59,24.56,52.44,16.67,42.44,55.3,42.97
64,Jon Ander Olasagasti,Real Sociedad,Real Sociedad,España | Primera División 24/25,"RCMF, LCMF",24.0,176,Spain,Spain,2025-06-30,left,20,881,52.69,65.09,24.97,23.97,43.85,63.28,56.79
65,Ó. Trejo,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,AMF,37.0,180,Argentina,"Argentina, Italy",2025-06-30,right,16,556,59.31,41.07,52.98,89.1,60.0,41.87,56.92
66,Omar Mascarell,Mallorca,Mallorca,España | Primera División 24/25,"RCMF, LCMF, RDMF",32.0,181,Spain,Spain,2026-06-30,right,28,1892,19.34,17.41,20.19,7.44,43.3,90.07,70.11
67,Damián Rodríguez,Celta de Vigo,Celta de Vigo,España | Primera División 24/25,"RCMF, LCMF",22.0,180,Spain,Spain,2028-06-30,left,16,1004,18.6,36.27,10.35,66.15,74.81,6.8,35.06
68,J. Smith,Espanyol B,Espanyol,España | Primera División 24/25,"LCMF, RCMF",22.0,189,France,"France, Canada",2026-06-30,right,5,231,18.05,14.49,29.81,8.97,15.51,78.28,91.85
69,A. Arnu,Real Valladolid Promesas,Real Valladolid,España | Primera División 24/25,"AMF, CF",18.0,185,Spain,Spain,2027-06-30,right,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,A. Bassinga,Las Palmas,Las Palmas,España | Primera División 24/25,AMF,19.0,0,Côte d'Ivoire,Côte d'Ivoire,2026-06-30,unknown,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Rafel Bauzà,Espanyol,Espanyol,España | Primera División 24/25,"RCMF, DMF, RDMF",20.0,183,Spain,Spain,2028-06-30,right,5,207,27.48,16.11,46.99,9.42,17.02,87.06,68.47
72,T. Ojeda,Villarreal B,Villarreal,España | Primera División 24/25,RCMF,22.0,187,Argentina,Argentina,2025-06-30,right,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Chema Andrés,Real Madrid Castilla,Real Madrid,España | Primera División 24/25,RCMF,19.0,190,Spain,Spain,2027-06-30,right,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Pablo Barrios,Atlético Madrid,Atlético Madrid,España | Primera División 24/25,"LCMF, RCMF",21.0,181,Spain,Spain,2028-06-30,right,28,2419,46.35,51.23,47.37,38.21,72.18,78.47,57.36
75,Yellu Santiago,Getafe,Getafe,España | Primera División 24/25,"RCMF, LCMF, DMF",20.0,192,Spain,Spain,2025-06-30,right,16,408,18.22,14.21,28.17,72.95,15.03,59.94,72.85
76,Chuki,Real Valladolid,Real Valladolid,España | Primera División 24/25,RCMF,21.0,0,Spain,Spain,2025-06-30,left,16,724,66.36,50.94,47.47,64.23,18.01,9.3,20.51
77,Mario Martín,Real Valladolid,Real Valladolid,España | Primera División 24/25,"LCMF, RCMF, RDMF",21.0,178,Spain,Spain,2026-06-30,right,28,1765,32.88,45.97,67.63,19.1,46.73,64.82,82.05
78,Arkaitz Mariezkurrena,Real Sociedad,Real Sociedad,España | Primera División 24/25,"RCMF, CF, LW",20.0,0,Spain,Spain,2029-06-30,left,5,137,80.63,32.82,55.96,14.49,9.97,84.88,50.71
79,Unai Gómez,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,"AMF, CF, LDMF",21.0,183,Spain,Spain,2028-06-30,left,28,1219,56.45,32.66,50.96,22.24,10.13,75.2,15.29
80,Peio Canales ,Bilbao Athletic,Athletic Bilbao,España | Primera División 24/25,"AMF, CF",20.0,175,Spain,Spain,2027-06-30,right,7,219,35.14,23.94,64.49,12.18,26.54,7.38,8.93
81,Manu Bueno,Sevilla,Sevilla,España | Primera División 24/25,"RCMF, AMF, LCMF",20.0,178,Spain,Spain,2026-06-30,left,7,143,60.39,19.38,68.75,88.97,41.63,7.19,33.86
82,Fermín López,Barcelona,Barcelona,España | Primera División 24/25,"AMF, RCMF",21.0,174,Spain,Spain,2029-06-30,right,24,1133,88.02,88.88,81.99,76.03,74.94,29.37,43.65
83,Gavi,Barcelona,Barcelona,España | Primera División 24/25,"AMF, RDMF, RCMF",20.0,173,Spain,Spain,2025-06-30,right,22,989,56.37,75.45,72.56,59.62,81.41,62.64,68.36
84,Jan Salas,Mallorca B,Mallorca,España | Primera División 24/25,"LCMF, LWF, LAMF",19.0,182,Spain,Spain,2025-06-30,right,3,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,P. Foden,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"AMF, RCMF, RW",24.0,171,England,England,2027-06-30,left,26,1842,89.44,83.34,66.1,80.93,69.6,50.91,11.93
86,D. Rice,Arsenal,Arsenal,Inglaterra | Primera División 24/25,"LCMF, RCMF, DMF",26.0,185,England,"England, Republic of Ireland",2028-06-30,right,33,2901,56.68,78.67,44.6,73.07,69.6,64.11,39.47
87,M. Ødegaard,Arsenal,Arsenal,Inglaterra | Primera División 24/25,RCMF,26.0,178,Norway,Norway,2028-06-30,left,27,2303,58.17,90.71,72.2,81.73,90.23,33.04,12.3
88,C. Palmer,Chelsea,Chelsea,Inglaterra | Primera División 24/25,AMF,22.0,189,England,England,2033-06-30,left,34,3222,94.52,88.21,85.63,88.4,59.8,14.44,19.45
89,D. Szoboszlai,Liverpool,Liverpool,Inglaterra | Primera División 24/25,AMF,24.0,186,Hungary,Hungary,2028-06-30,right,33,2528,73.77,77.23,51.43,84.73,53.5,54.17,42.94
90,J. Maddison,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,"LCMF, AMF",28.0,175,England,England,2028-06-30,right,31,1979,89.44,85.7,88.73,85.33,88.03,49.51,29.79
91,Bruno Fernandes,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"AMF, LCMF, RCMF",30.0,179,Portugal,Portugal,2027-06-30,right,33,3044,78.83,88.43,66.67,58.27,85.67,38.11,52.28
92,Lucas Paquetà,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"LCMF, AMF",27.0,180,Brazil,"Brazil, Portugal",2027-06-30,left,31,2543,61.67,57.57,58.0,61.47,72.2,73.51,67.14
93,K. Mainoo,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"LCMF, RCMF, LDMF",20.0,175,England,"England, Ghana",2027-06-30,right,22,1623,24.83,47.13,67.37,39.2,46.4,59.81,60.89
94,D. Kulusevski,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,"RCMF, RWF, RAMF",25.0,186,Sweden,"Sweden, North Macedonia",2028-06-30,left,31,2636,82.89,81.91,79.73,67.2,47.18,24.04,37.89
95,Mikel Merino,Arsenal,Arsenal,Inglaterra | Primera División 24/25,"LCMF, CF",28.0,189,Spain,Spain,2028-06-30,left,26,1596,84.78,64.26,48.1,48.8,46.13,84.58,43.85
96,K. De Bruyne,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"AMF, RCMF",33.0,181,Belgium,Belgium,2025-06-30,right,25,1666,78.21,93.32,69.33,65.6,80.27,32.74,21.11
97,A. Garnacho,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"AMF, LWF, LAMF",20.0,180,Spain,"Spain, Argentina",2028-06-30,right,34,2391,78.75,73.1,87.17,61.73,33.63,17.57,28.69
98,M. Ugarte,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"RCMF, LCMF, LDMF",24.0,182,Uruguay,Uruguay,2029-06-30,right,27,1862,45.51,39.62,60.17,68.8,55.47,67.91,83.3
99,P. Sarr,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,"LCMF, RCMF, RDMF",22.0,184,Senegal,Senegal,2030-06-30,right,33,1911,67.08,47.86,60.37,24.2,63.27,68.31,61.16
100,Joelinton,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,LCMF,28.0,186,Brazil,Brazil,2028-06-30,right,29,2632,66.28,44.8,51.73,31.8,49.93,82.76,50.5
101,M. Gibbs-White,Nottingham Forest,Nottingham Forest,Inglaterra | Primera División 24/25,AMF,25.0,171,England,"England, Jamaica",2027-06-30,right,31,2715,72.48,77.02,68.17,70.73,69.77,67.63,27.85
102,C. Doucouré,Crystal Palace,Crystal Palace,Inglaterra | Primera División 24/25,"LCMF, RCMF",25.0,180,Mali,Mali,2029-06-30,right,13,517,28.33,28.39,51.67,69.2,37.23,74.77,73.7
103,M. Mount,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"AMF, RWF, RW",26.0,181,England,England,2028-06-30,right,14,488,69.66,33.5,29.47,46.67,27.45,72.71,36.01
104,H. Elliott,Liverpool,Liverpool,Inglaterra | Primera División 24/25,"AMF, RCMF",22.0,170,England,England,2027-06-30,left,15,343,43.63,68.73,54.4,52.0,68.87,50.71,26.95
105,C. Jones,Liverpool,Liverpool,Inglaterra | Primera División 24/25,"AMF, LDMF, RB",24.0,185,England,England,2027-06-30,right,30,1705,68.55,45.56,56.4,21.2,80.57,53.57,43.46
106,João Gomes,Wolverhampton Wanderers,Wolverhampton Wanderers,Inglaterra | Primera División 24/25,"LCMF, RCMF",24.0,176,Brazil,Brazil,2030-06-30,right,33,3027,58.26,37.69,61.07,52.53,63.43,36.24,74.11
107,S. McTominay,Napoli,Manchester United,Inglaterra | Primera División 24/25,"AMF, RDMF",27.0,193,England,"England, Scotland",2028-06-30,right,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,T. Souček,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"RCMF, AMF, RDMF",30.0,192,Czech Republic,Czech Republic,2027-06-30,right,32,2577,83.67,36.54,18.5,47.07,29.73,92.48,50.99
109,K. Dewsbury-Hall,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"AMF, RDMF, LDMF",26.0,178,England,England,2029-06-30,left,12,326,19.82,63.68,31.83,12.67,44.87,59.91,45.36
110,A. Wharton,Crystal Palace,Crystal Palace,Inglaterra | Primera División 24/25,RCMF,21.0,182,England,England,2029-06-30,left,20,1409,25.35,68.53,42.73,64.4,61.63,44.71,74.99
111,J. Willock,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,"LCMF, LWF, LW",25.0,179,England,"England, Montserrat",2027-06-30,right,30,1196,35.02,65.73,67.37,33.67,36.33,28.64,68.95
112,M. Jensen,Brentford,Brentford,Inglaterra | Primera División 24/25,"LCMF, LDMF, RCMF",29.0,180,Denmark,Denmark,2026-06-30,right,21,937,23.31,80.42,48.17,60.27,68.67,72.04,24.49
113,L. Ugochukwu,Southampton,Southampton,Inglaterra | Primera División 24/25,"RCMF, LCMF",21.0,190,France,"France, Nigeria",2030-06-30,right,24,1680,45.47,33.11,64.37,32.13,46.13,77.41,76.37
114,André,Wolverhampton Wanderers,Wolverhampton Wanderers,Inglaterra | Primera División 24/25,"RCMF, LCMF, DMF",23.0,176,Brazil,Brazil,2029-06-30,right,30,2464,22.14,19.01,47.2,9.6,64.93,18.81,77.82
115,S. Longstaff,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,RCMF,27.0,180,England,England,2025-06-30,right,24,945,26.16,28.6,19.27,33.07,49.13,62.51,61.26
116,E. Buendía,Bayer Leverkusen,Aston Villa,Inglaterra | Primera División 24/25,"AMF, LAMF, LW",28.0,172,Argentina,"Argentina, Spain",2027-06-30,right,12,166,45.59,18.07,52.87,9.6,55.33,12.24,79.69
117,P. Billing,Napoli,Bournemouth,Inglaterra | Primera División 24/25,"AMF, CF, RDMF",28.0,193,Denmark,"Denmark, Nigeria",2027-06-30,left,10,243,37.25,76.8,41.17,92.8,37.97,85.31,90.66
118,D. McNeil,Everton,Everton,Inglaterra | Primera División 24/25,"AMF, LW",25.0,183,England,England,2027-06-30,left,18,1395,72.8,87.33,63.13,83.07,60.77,21.21,21.69
119,E. Smith Rowe,Fulham,Fulham,Inglaterra | Primera División 24/25,AMF,24.0,182,England,England,2029-06-30,right,31,2018,78.73,57.17,43.37,36.27,64.97,31.6,21.8
120,L. Miley,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,"RCMF, LCMF",19.0,185,England,England,2029-06-30,right,12,311,64.8,30.24,36.27,9.6,44.8,81.71,48.41
121,Carlos Soler,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"AMF, LAMF, LCMF",28.0,180,Spain,Spain,2027-06-30,right,29,1506,54.9,46.64,30.43,22.53,62.8,52.37,42.77
122,J. Lerma,Crystal Palace,Crystal Palace,Inglaterra | Primera División 24/25,"LCMF, RCB",30.0,179,Colombia,Colombia,2026-06-30,right,30,2239,29.22,37.63,35.87,72.0,62.8,74.57,60.16
123,Marco Asensio,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,"AMF, CF",29.0,182,Spain,"Spain, Netherlands",2026-06-30,left,10,602,83.8,71.71,54.07,68.67,41.95,8.84,17.7
124,M. O'Riley,Brighton,Brighton,Inglaterra | Primera División 24/25,"AMF, RCMF",24.0,187,England,"England, Denmark",2029-06-30,left,18,950,58.94,69.65,36.17,53.47,53.0,66.71,30.65
125,B. Gilmour,Napoli,Brighton,Inglaterra | Primera División 24/25,"LCMF, RDMF",23.0,170,Scotland,Scotland,2029-06-30,right,2,109,30.59,27.15,26.6,9.6,97.97,73.41,61.33
126,G. Rutter,Brighton,Brighton,Inglaterra | Primera División 24/25,"AMF, CF, RW",22.0,182,France,"France, Martinique",2028-06-30,left,28,1817,78.28,65.6,85.53,27.2,30.83,63.89,55.25
127,O. Édouard,Leicester City,Leicester City,Inglaterra | Primera División 24/25,"AMF, CF, RWF",27.0,187,French Guiana,"French Guiana, France",2026-06-30,right,6,168,45.14,29.67,20.1,11.53,10.17,64.64,42.76
128,D. Kamada,Crystal Palace,Crystal Palace,Inglaterra | Primera División 24/25,"LCMF, RWF",28.0,184,Japan,Japan,2026-06-30,right,31,1605,30.36,50.55,45.0,42.47,62.07,29.24,67.34
129,M. Rogers,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,"AMF, RAMF, LAMF",22.0,185,England,England,2030-06-30,right,34,3121,84.45,77.6,80.23,30.27,44.93,28.37,24.34
