,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Progresion de pelota,Juego asociado,Juego aéreo,1v1 en defensa,Defensa
47,P. Ciss,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,"RDMF, LDMF, RCMF",31.0,186,Senegal,Senegal,2025-06-30,right,30,2070,87.96,42.57,43.5,77.91,66.06,92.03,33.12,68.81
48,Pedro Díaz,Rayo Vallecano,Rayo Vallecano,España | Primera División 24/25,"RDMF, AMF, RCMF",26.0,180,Spain,Spain,2028-06-30,right,23,1190,93.78,67.78,84.0,40.75,46.16,15.13,51.56,34.43
49,Víctor Meseguer,Racing Santander,Real Valladolid,España | Primera División 24/25,"RDMF, LCMF, RCMF",25.0,184,Spain,Spain,2029-06-30,right,14,502,34.74,37.38,8.28,11.59,46.09,38.82,21.56,28.6
50,S. Jurić,Real Valladolid,Real Valladolid,España | Primera División 24/25,"DMF, RCMF, LDMF",28.0,188,Croatia,Croatia,2027-06-30,right,26,1898,33.43,29.82,15.47,16.28,51.34,81.75,71.06,62.48
51,Ander Herrera,Boca Juniors,Athletic Bilbao,España | Primera División 24/25,"RDMF, LCMF, LDMF",35.0,182,Spain,Spain,2025-06-30,right,8,305,54.43,67.66,79.84,69.66,83.75,44.94,37.31,60.37
52,Y. Neyou,Leganés,Leganés,España | Primera División 24/25,"LCMF, RCMF, LDMF",28.0,180,Cameroon,"Cameroon, France",2025-06-30,right,28,2373,49.33,36.95,73.94,33.66,55.59,60.44,43.5,50.62
53,Oriol Romeu,Girona,Girona,España | Primera División 24/25,"LCMF, RDMF, LDMF",33.0,183,Spain,Spain,2026-06-30,right,22,1347,23.97,41.67,34.28,52.12,57.75,28.57,64.47,47.54
54,Pol Lozano,Espanyol,Espanyol,España | Primera División 24/25,"LCMF, DMF, LDMF",25.0,176,Spain,Spain,2027-06-30,right,27,1917,25.94,51.24,25.19,43.84,47.19,22.44,45.69,40.6
55,C. Protesoni,Deportivo Alavés,Deportivo Alavés,España | Primera División 24/25,"RCMF, LDMF, RDMF",27.0,180,Uruguay,"Uruguay, Italy",2026-06-30,right,14,479,60.44,74.45,73.34,37.53,14.94,64.6,40.88,46.8
56,José Campaña,Las Palmas,Las Palmas,España | Primera División 24/25,"DMF, LDMF, LCMF",31.0,179,Spain,Spain,2025-06-30,right,23,1207,27.63,69.27,61.78,63.56,67.22,68.88,23.31,64.88
57,D. Brašanac,Leganés,Leganés,España | Primera División 24/25,"LW, AMF, RDMF",33.0,178,Serbia,Serbia,2025-06-30,right,27,1731,63.01,46.24,5.75,8.41,14.97,41.32,13.78,29.95
58,S. Cissé,Leganés,Leganés,España | Primera División 24/25,"RCMF, LCMF, LDMF",24.0,178,Guinea,Guinea,2026-06-30,right,30,2241,72.87,38.21,58.12,38.81,38.75,38.75,43.94,20.45
59,Javi Martínez,Eibar,Osasuna,España | Primera División 24/25,DMF,25.0,181,Spain,Spain,2026-06-30,right,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Urko González,Espanyol,Espanyol,España | Primera División 24/25,"LDMF, RDMF, LCMF",24.0,189,Spain,Spain,2028-06-30,right,14,1160,23.7,47.92,41.94,40.59,37.28,45.32,79.03,58.6
61,J. Chicco,Leganés,Leganés,España | Primera División 24/25,"RB, LDMF, RDMF",27.0,185,Argentina,"Argentina, Italy",2025-06-30,right,13,366,31.29,54.27,84.62,78.16,21.0,14.07,16.94,40.16
62,Omar Mascarell,Mallorca,Mallorca,España | Primera División 24/25,"RCMF, LCMF, RDMF",32.0,181,Spain,Spain,2026-06-30,right,28,1892,22.8,25.59,23.06,32.62,38.91,80.63,33.12,71.51
63,Fabio González,Tenerife,Las Palmas,España | Primera División 24/25,DMF,27.0,176,Spain,Spain,2025-06-30,right,2,65,33.14,21.11,1.59,60.91,64.06,18.57,98.75,61.37
64,T. Nikitscher,Real Valladolid,Real Valladolid,España | Primera División 24/25,"DMF, LCMF, LDMF",25.0,193,Hungary,Hungary,2026-06-30,right,9,628,24.19,14.94,55.72,7.28,33.56,50.82,59.81,47.08
65,M. Maroto,Real Valladolid,Real Valladolid,España | Primera División 24/25,LDMF,21.0,176,Spain,Spain,2025-06-30,left,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,John Patrick,Reims,Getafe,España | Primera División 24/25,"LW, CF, DMF",21.0,192,Spain,"Spain, Republic of Ireland",2025-06-30,right,4,71,39.3,16.67,40.66,2.66,17.81,67.0,83.94,44.63
67,N. Aberdin,Getafe,Getafe,España | Primera División 24/25,"LDMF, DMF, RDMF",22.0,192,France,"France, Morocco",2025-06-30,right,7,299,24.73,40.21,76.09,11.03,9.56,79.63,64.34,21.81
68,Mateo Flores,Real Betis,Real Betis,España | Primera División 24/25,"RDMF, LCMF, RCMF",21.0,0,Spain,Spain,2025-06-30,left,6,190,21.15,20.66,16.97,26.97,14.88,12.19,42.56,7.26
69,Javi Llabrés,Eldense,Mallorca,España | Primera División 24/25,LDMF,22.0,174,Spain,Spain,2026-06-30,right,1,60,21.15,61.12,54.56,52.31,23.38,74.32,55.75,28.3
70,Rafel Bauzà,Espanyol,Espanyol,España | Primera División 24/25,"RCMF, DMF, RDMF",20.0,183,Spain,Spain,2028-06-30,right,5,207,36.46,23.33,65.75,23.47,20.44,74.32,88.94,38.66
71,Carlos Guirao,Real Betis,Real Betis,España | Primera División 24/25,"LDMF, RDMF",21.0,0,Spain,Spain,2025-06-30,unknown,2,122,21.15,15.52,33.12,36.16,20.12,25.16,32.31,66.14
72,Marc Bernal,Barcelona Atlètic,Barcelona,España | Primera División 24/25,RDMF,17.0,188,Spain,Spain,2026-06-30,left,3,272,30.7,14.27,62.25,40.72,58.56,22.29,2.38,66.1
73,Silvi Clúa,Girona,Girona,España | Primera División 24/25,"DMF, LCMF, RDMF",19.0,189,Spain,Spain,2025-06-30,left,4,178,40.97,29.85,59.12,59.34,36.31,90.38,91.44,51.41
74,Gavi,Barcelona,Barcelona,España | Primera División 24/25,"AMF, RDMF, RCMF",20.0,173,Spain,Spain,2025-06-30,right,22,989,71.14,80.27,72.06,71.34,77.19,50.13,40.78,44.0
75,Mario Martín,Real Valladolid,Real Valladolid,España | Primera División 24/25,"LCMF, RCMF, RDMF",21.0,178,Spain,Spain,2026-06-30,right,28,1765,45.05,46.6,70.69,30.88,49.53,48.44,55.75,61.37
76,Mikel Jauregizar,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,"RDMF, LDMF, RCMF",21.0,185,Spain,Spain,2027-06-30,right,30,2148,71.74,54.49,63.66,45.44,55.09,42.69,88.0,46.81
77,Unai Gómez,Athletic Bilbao,Athletic Bilbao,España | Primera División 24/25,"AMF, CF, LDMF",21.0,183,Spain,Spain,2028-06-30,left,28,1219,72.02,37.07,46.38,28.19,12.09,60.69,23.31,16.26
78,J. Solís,Girona,Girona,España | Primera División 24/25,"LDMF, LCMF, RCMF",20.0,186,Colombia,Colombia,2028-06-30,right,15,547,72.43,39.7,34.72,28.41,79.0,22.25,56.75,65.88
79,Yellu Santiago,Getafe,Getafe,España | Primera División 24/25,"RCMF, LCMF, DMF",20.0,192,Spain,Spain,2025-06-30,right,16,408,21.45,17.63,32.06,36.78,11.31,44.82,39.94,44.4
80,Marc Casadó,Barcelona,Barcelona,España | Primera División 24/25,"RDMF, LDMF, DMF",21.0,172,Spain,Spain,2028-06-30,right,23,1756,60.36,69.76,64.72,59.06,89.84,21.88,73.19,80.61
81,Sergi Altimira,Real Betis,Real Betis,España | Primera División 24/25,"RDMF, LDMF, LCMF",23.0,188,Spain,Spain,2029-06-30,right,29,1942,42.65,53.83,59.38,54.38,66.19,43.32,51.91,49.18
82,Rodri,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"RDMF, DMF",28.0,191,Spain,Spain,2027-06-30,right,2,69,22.97,38.02,47.99,86.49,67.24,87.32,48.68,11.09
83,D. Rice,Arsenal,Arsenal,Inglaterra | Primera División 24/25,"LCMF, RCMF, DMF",26.0,185,England,"England, Republic of Ireland",2028-06-30,right,33,2901,73.2,81.67,42.7,71.38,61.32,48.01,24.37,42.03
84,Bruno Guimarães,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,"DMF, RCMF",27.0,182,Brazil,"Brazil, Spain",2028-06-30,right,35,3277,81.22,89.14,80.06,74.17,60.4,45.93,52.44,42.91
85,M. Caicedo,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"RDMF, LDMF, RB",23.0,178,Ecuador,Ecuador,2031-06-30,right,35,3420,50.58,62.61,79.71,73.74,79.89,58.87,69.94,55.32
86,E. Fernández,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"LDMF, RDMF",24.0,178,Argentina,Argentina,2032-06-30,right,33,2961,94.17,90.44,60.32,87.99,66.84,27.08,22.96,29.34
87,A. Mac Allister,Liverpool,Liverpool,Inglaterra | Primera División 24/25,LDMF,26.0,174,Argentina,"Argentina, Italy",2028-06-30,right,34,2817,85.31,74.08,68.74,63.65,61.26,48.0,60.86,48.95
88,Bernardo Silva,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"RDMF, LCMF, RAMF",30.0,173,Portugal,Portugal,2026-06-30,left,30,2637,76.46,80.3,53.45,59.37,59.8,13.64,34.71,46.89
89,J. Grealish,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"LAMF, LW, LDMF",29.0,180,England,"England, Republic of Ireland",2027-06-30,right,19,811,75.8,81.95,88.85,62.04,51.09,9.48,49.66,29.01
90,K. Mainoo,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"LCMF, RCMF, LDMF",20.0,175,England,"England, Ghana",2027-06-30,right,22,1623,34.8,55.31,64.43,27.16,37.82,41.72,33.22,38.66
91,A. Onana,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,"RDMF, RCMF, LDMF",23.0,195,Senegal,"Senegal, Belgium",2029-06-30,right,23,1529,88.19,34.27,75.89,57.56,42.5,91.7,41.67,49.35
92,M. Ugarte,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"RCMF, LCMF, LDMF",24.0,182,Uruguay,Uruguay,2029-06-30,right,27,1862,59.78,42.74,78.1,28.91,57.73,51.81,77.76,56.33
93,P. Sarr,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,"LCMF, RCMF, RDMF",22.0,184,Senegal,Senegal,2030-06-30,right,33,1911,85.45,58.99,67.3,45.8,60.57,55.25,35.66,40.11
94,R. James,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"RB, LB, RDMF",25.0,179,England,England,2028-06-30,right,16,953,62.33,39.95,40.17,64.43,57.64,84.91,53.05,50.74
95,B. Kamara,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,"RDMF, RCMF, LDMF",25.0,184,France,"France, Senegal",2027-06-30,right,23,1642,27.03,33.97,63.07,36.98,58.16,60.94,59.14,62.02
96,S. Tonali,Newcastle United,Newcastle United,Inglaterra | Primera División 24/25,"DMF, RCMF",25.0,181,Italy,Italy,2028-06-30,right,33,2624,78.29,51.1,79.66,53.22,51.49,30.05,31.72,43.63
97,E. Álvarez,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"RDMF, LCMF, DMF",27.0,187,Mexico,Mexico,2028-06-30,right,25,1757,30.5,39.7,42.76,58.65,47.99,71.12,34.94,50.97
98,R. Gravenberch,Liverpool,Liverpool,Inglaterra | Primera División 24/25,RDMF,22.0,190,Netherlands,"Netherlands, Suriname",2028-06-30,right,34,3210,34.04,66.7,79.43,52.3,72.7,60.6,67.82,65.16
99,R. Lavia,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"LDMF, RDMF, DMF",21.0,181,Belgium,Belgium,2030-06-30,right,13,752,33.22,26.82,72.44,49.37,48.53,65.02,50.98,25.33
100,C. Jones,Liverpool,Liverpool,Inglaterra | Primera División 24/25,"AMF, LDMF, RB",24.0,185,England,England,2027-06-30,right,30,1705,86.95,65.49,60.92,49.68,87.39,35.94,21.72,33.52
101,R. Bentancur,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,DMF,27.0,187,Uruguay,Uruguay,2026-06-30,right,23,1656,72.69,48.82,20.63,58.48,69.91,64.84,28.74,78.43
102,Y. Bissouma,Tottenham Hotspur,Tottenham Hotspur,Inglaterra | Primera División 24/25,"DMF, LDMF",28.0,182,Côte d'Ivoire,"Côte d'Ivoire, Mali",2026-06-30,right,25,1430,67.41,32.47,57.53,44.48,71.44,53.99,67.67,61.35
103,S. McTominay,Napoli,Manchester United,Inglaterra | Primera División 24/25,"AMF, RDMF",27.0,193,England,"England, Scotland",2028-06-30,right,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,M. Kovačić,Manchester City,Manchester City,Inglaterra | Primera División 24/25,"DMF, LDMF, RDMF",31.0,177,Croatia,Croatia,2027-06-30,right,29,2228,83.96,66.93,69.08,85.34,89.66,27.9,29.48,34.78
105,M. Wieffer,Brighton,Brighton,Inglaterra | Primera División 24/25,"RB, LDMF, LCMF",25.0,188,Netherlands,Netherlands,2029-06-30,right,22,894,67.92,53.76,24.77,78.68,51.84,68.24,61.67,71.4
106,I. Sangaré,Nottingham Forest,Nottingham Forest,Inglaterra | Primera División 24/25,"RDMF, LCMF",27.0,191,Côte d'Ivoire,Côte d'Ivoire,2028-06-30,right,10,427,28.77,43.24,42.87,50.17,34.66,37.78,49.66,65.32
107,K. Dewsbury-Hall,Chelsea,Chelsea,Inglaterra | Primera División 24/25,"AMF, RDMF, LDMF",26.0,178,England,England,2029-06-30,left,12,326,22.97,63.53,51.03,44.63,32.93,53.36,20.69,30.67
108,J. Ward-Prowse,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"DMF, LDMF, RDMF",30.0,177,England,England,2027-06-30,right,21,1332,30.74,50.8,3.97,35.86,55.98,30.94,10.06,28.94
109,T. Souček,West Ham United,West Ham United,Inglaterra | Primera División 24/25,"RCMF, AMF, RDMF",30.0,192,Czech Republic,Czech Republic,2027-06-30,right,32,2577,90.86,39.84,27.53,10.98,24.25,83.48,7.59,40.58
110,Danilo,Nottingham Forest,Nottingham Forest,Inglaterra | Primera División 24/25,"DMF, LCMF, LDMF",24.0,176,Brazil,Brazil,2029-06-30,left,7,286,22.97,29.71,31.03,9.68,23.19,17.55,43.33,56.9
111,M. Jensen,Brentford,Brentford,Inglaterra | Primera División 24/25,"LCMF, LDMF, RCMF",29.0,180,Denmark,Denmark,2026-06-30,right,21,937,29.8,88.62,50.55,59.94,48.74,63.87,5.11,18.24
112,André,Wolverhampton Wanderers,Wolverhampton Wanderers,Inglaterra | Primera División 24/25,"RCMF, LCMF, DMF",23.0,176,Brazil,Brazil,2029-06-30,right,30,2464,29.02,19.28,70.92,40.43,60.89,12.06,74.97,60.75
113,Y. Tielemans,Aston Villa,Aston Villa,Inglaterra | Primera División 24/25,"LDMF, LCMF, AMF",27.0,176,Belgium,"Belgium, Congo DR",2027-06-30,right,35,3318,72.34,80.81,84.02,72.21,71.47,60.93,54.94,44.62
114,K. Phillips,Ipswich Town,Ipswich Town,Inglaterra | Primera División 24/25,"LDMF, RDMF, LCMF",29.0,178,England,"England, Jamaica",2028-06-30,right,19,1351,33.45,24.99,44.54,27.79,34.43,44.51,74.43,65.7
115,V. Janelt,Brentford,Brentford,Inglaterra | Primera División 24/25,"LDMF, DMF, LCMF",26.0,184,Germany,Germany,2026-06-30,left,32,2468,55.87,65.08,30.86,36.52,25.0,39.79,63.05,64.17
116,P. Billing,Napoli,Bournemouth,Inglaterra | Primera División 24/25,"AMF, CF, RDMF",28.0,193,Denmark,"Denmark, Nigeria",2027-06-30,left,10,243,48.97,80.79,40.32,60.0,11.84,71.58,97.93,82.26
117,J. Garner,Everton,Everton,Inglaterra | Primera División 24/25,"LDMF, RDMF, RB",24.0,182,England,England,2026-06-30,right,18,1455,30.19,50.3,24.57,62.56,33.56,49.39,74.6,64.1
118,O. Mangala,Everton,Everton,Inglaterra | Primera División 24/25,"LDMF, RDMF, RCMF",26.0,178,Belgium,"Belgium, Congo DR",2028-06-30,right,19,1393,63.49,39.14,61.9,21.32,49.14,19.16,9.63,24.47
119,Andreas Pereira,Fulham,Fulham,Inglaterra | Primera División 24/25,"RDMF, AMF, RCMF",29.0,178,Belgium,"Belgium, Brazil",2026-06-30,right,31,2019,73.15,71.64,66.84,58.68,31.64,23.13,23.94,17.83
120,S. Berge,Fulham,Fulham,Inglaterra | Primera División 24/25,"LDMF, RDMF, LCMF",27.0,195,Norway,Norway,2029-06-30,right,28,2297,23.14,26.79,51.67,46.67,68.79,65.31,57.76,43.66
121,Casemiro,Manchester United,Manchester United,Inglaterra | Primera División 24/25,"RDMF, LCMF, RCMF",33.0,185,Brazil,"Brazil, Spain",2026-06-30,right,22,1486,65.37,73.7,30.57,52.93,57.87,88.49,91.15,96.5
